2021-09-02 14:17:25,615 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2021-09-02 14:17:25,663 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2021-09-02 14:17:25,665 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2021-09-02 14:17:25,666 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2021-09-02 14:17:25,687 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2021-09-02 14:17:25,688 INFO  SwAddin.cs: 197 - Setting up callbacks
2021-09-02 14:17:25,690 INFO  SwAddin.cs: 201 - Setting up command manager
2021-09-02 14:17:25,691 INFO  SwAddin.cs: 204 - Adding command manager
2021-09-02 14:17:25,700 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2021-09-02 14:17:25,701 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2021-09-02 14:17:25,702 INFO  SwAddin.cs: 210 - Adding event handlers
2021-09-02 14:17:25,771 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2021-09-02 14:33:13,683 INFO  SwAddin.cs: 294 - Assembly export called for file ×°ÅäÌå1.SLDASM
2021-09-02 14:33:13,685 INFO  SwAddin.cs: 299 - Save is required
2021-09-02 14:33:13,685 INFO  SwAddin.cs: 313 - Saving assembly
2021-09-02 14:33:17,349 INFO  SwAddin.cs: 316 - Opening property manager
2021-09-02 14:33:17,407 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ×°ÅäÌå1.SLDASM
2021-09-02 14:33:17,422 INFO  ExportHelperExtension.cs: 1136 - Found 55 in ×°ÅäÌå1.SLDASM
2021-09-02 14:33:17,424 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in ×°ÅäÌå1.SLDASM
2021-09-02 14:33:17,425 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-09-02 14:33:17,428 INFO  ExportHelperExtension.cs: 1160 - 7 components to check
2021-09-02 14:33:17,431 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ¸Ë1-1
2021-09-02 14:33:17,432 INFO  ExportHelperExtension.cs: 1136 - Found 172 in ¸Ë1-1
2021-09-02 14:33:17,435 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ¸Ë1-1
2021-09-02 14:33:17,435 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ¸Ë2-1
2021-09-02 14:33:17,437 INFO  ExportHelperExtension.cs: 1136 - Found 172 in ¸Ë2-1
2021-09-02 14:33:17,439 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ¸Ë2-1
2021-09-02 14:33:17,441 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from µ××ù-1
2021-09-02 14:33:17,443 INFO  ExportHelperExtension.cs: 1136 - Found 145 in µ××ù-1
2021-09-02 14:33:17,444 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in µ××ù-1
2021-09-02 14:33:17,445 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ×ªÅÌ-1
